inverness,57.483333333333334,-4.233333333333333
ipswich,52.05,1.1666666666666667
keadby,53.6,-4.0
kennacraig,55.806666666666665,-5.4816666666666665
kilkeel,54.05,-5.983333333333333
kings-lynn,52.75833333333333,0.39166666666666666
kinlochbervie,58.45,-5.05
kirkcaldy,56.1,-3.15
kirkcudbright,54.75,-4.083333333333333
kirkwall,58.983333333333334,-2.966666666666667
kyle-of-lochalsh,57.28,-5.713333333333333
langstone-harbour,50.796166666666664,-1.0253333333333334
largs,55.8,-4.866666666666667
leith,55.983333333333334,-3.1666666666666665
lerwick,60.166666666666664,-1.15
littlehampton,50.803888888888885,-0.5425
liverpool,53.4,-3.0033333333333334
lochboisdale,57.15,-7.3
lochinver-harbour,58.13333333333333,-5.233333333333333
lochmaddy,57.6,-7.166666666666667
london,51.5,-0.06666666666666667
londonderry,55.025,-7.261666666666667
macduff,57.666666666666664,-2.5
mallaig,51.00333333333333,-5.821666666666666
manchester-ship-canal,53.325,-2.95
menai-bridge,53.333333333333336,-4.333333333333333
methil,56.18333333333333,-3.0166666666666666
mevagissey,50.266666666666666,-4.78
middlesbrough,54.58888888888889,-1.2416666666666667
milford-haven,51.70777777777778,-5.051111111111111
minehead-harbour,51.21666666666667,-3.466666666666667
mistley-quay,51.95,1.0833333333333333
montrose,56.7,-2.45
mostyn,51.95,1.0833333333333333
neath,51.61666666666667,-3.8333333333333335
new-quay,52.21666666666667,-4.35
newhaven,50.78333333333333,0.058333333333333334
newlyn,50.1025,-5.541666666666667
north-berwick-harbour,56.06666666666667,-2.716666666666667
north-queensferry,56.016666666666666,-3.4
padstow,50.53333333333333,-4.933333333333334
penryn,50.166666666666664,-5.083333333333333
perth-harbour,56.38333333333333,-3.4333333333333336
peterhead,57.5,-1.7666666666666666
pettycur-pier,56.06666666666667,-3.1666666666666665
pittenweem,56.20666666666666,-2.725
plymouth-cattewater-harbour,50.36,-4.116666666666666
plymouth-victoria-wharf,50.361666666666665,-4.126666666666667
plymouth,50.36666666666667,-4.15
poole,50.71333333333333,-1.9883333333333333
port-penrhyn,53.233333333333334,-4.116666666666666
portavogie,54.458333333333336,-5.433333333333334
porthmadog,52.916666666666664,-4.133333333333334
portland-port,50.56666666666667,-2.4333333333333336
portsmouth,50.8,-1.1
portsoy,57.68333333333333,-2.6833333333333336
pwllheli,52.88333333333333,-4.4
ramsgate-royal-harbour,51.321666666666665,1.42
richborough,51.3,1.35
rosyth,56.016666666666666,-3.4333333333333336
rothesay,55.833333333333336,-5.05
rye,50.93333333333333,0.7833333333333333
salcombe-harbour,50.233333333333334,-3.7666666666666666
scalloway-harbour,60.13333333333333,-1.2666666666666666
scarborough-harbour,54.28,-0.38833333333333336
scrabster-harbour,58.61666666666667,-3.55
seaham-harbour,54.833333333333336,-1.3166666666666667
sennen-cove,50.06666666666667,-5.7
sharpness,51.71666666666667,-2.4833333333333334
sheerness,51.45,0.75
shoreham,50.825,-0.2475
silloth,54.86666666666667,-3.4
south-killingholme,53.64833333333333,-0.20833333333333334
st-helier-jersey,49.166666666666664,-2.1
st-marys-harbour-isles-of-scilly,49.91833333333334,-6.316666666666666
st-monans,56.2,-2.7666666666666666
st-peter-port,49.45,-2.533333333333333
strangford,54.37166666666667,-5.558333333333334
stromness,58.96666666666667,-3.2916666666666665
sullom-voe,60.43333333333333,-1.3
sunderland,54.916666666666664,-1.35
sutton-bridge,52.8,0.25
sutton-harbour,50.333333333333336,-4.15
swansea,51.61666666666667,-3.9166666666666665
tarbert-harbour-loch-fyne-argyll,55.86666666666667,-5.4
tees-billingham,54.586666666666666,-1.2583333333333333
tees-clarence-port,54.623333333333335,-1.2216666666666667
tees-seaton-port,54.63966666666666,1.1861666666666666
teesport,54.583333333333336,-1.2166666666666668
tenby-harbour,51.67333333333333,-4.696666666666666
thamesport,51.43333333333333,0.7
tilbury,51.45,0.35
torquay-torbay-harbour,55.5,-4.683333333333334
troon,50.45,-3.45
truro,50.25,-5.041666666666667
tyne,55.016666666666666,-1.4166666666666667
uig,57.895,-5.155
ullapool,57.583333333333336,-6.366666666666666
warkworth-harbour,55.35,-1.5666666666666667
warrenpoint,54.016666666666666,-6.25
watchet,51.18333333333333,-3.3333333333333335
wells-next-the-sea,52.983333333333334,0.8166666666666667
weymouth-harbour,50.61,-2.45
whitby-harbour,54.5,-0.6166666666666667
whitehaven,54.55,-3.5833333333333335
whitstable,51.36666666666667,1.0333333333333334
wick,58.44166666666667,-3.0833333333333335
wisbech,52.666666666666664,0.16666666666666666
wormit-woodhaven,56.43333333333333,-2.95
yarmouth,50.70633333333333,-1.4833333333333334
